19710101	
-6.31	-1.51
-9.55	-6.37
-8.25	-4.59
-16.43	-6.76
-17.39	-6.44
-8.11	-2.71
-12.64	-4.59
-12.43	-0.7
-13	-5.23
-9.37	-3.96
-12.34	-1.99
-8.16	0.49
-14.8	-1.45
-12.78	-1.62
-3.49	-1.76
-4.88	-1.62
-2.43	0.29
-1.73	0.11
-1.96	2.3
-0.16	5.7
-0.06	4.67
1.42	8.66
-2.23	7.92
2.45	8.84
-1.31	8.91
-0.6	10.94
4.17	10.47
-0.67	9.82
-1.44	9.3
-2.11	10.31
1.98	12.03
1.64	12.97
-1.59	5.9
-7.28	2.42
-0.92	2.95
-3.02	6.21
-3.52	6.58
-0.45	6
-0.51	8.24
3.43	11.65
0.12	9.13
-2.36	8.58
-4.68	8.69
-4.83	12.62
-0.06	11.12
0.67	7.12
1.43	9.9
3.47	6.4
2.07	11.07
-1.09	9.24
0.36	8.69
-1.68	9.07
-3.6	10.23
-2.72	7.76
-1.23	6.74
-3.69	7.9
-4.55	3.79
-8.86	-2.4
-8.92	-1.07
-7.35	-2.11
-6.36	-1.37
-9.26	-1.2
-9.95	-3.53
-11.98	-7.03
-10.15	-6.6
-6.9	-1.78
-12.37	0.34
-10.26	-0.2
-2.59	4.86
-7.59	6.12
-4.42	1.65
-6.55	8.79
-3	10.45
3.3	10.7
-0.19	9.24
4.03	8.16
3.26	12.5
7.95	15.42
7.52	18.42
5.88	19.58
5.66	11.75
5.01	9.08
-0.38	8.81
-2.5	12.39
3.64	8.39
3.47	6.84
4.86	8.63
2.95	8.66
3.31	6.56
4.42	8.36
3.71	9.67
5.98	12.7
5.91	11.45
6.67	15.13
8.96	16.5
2.84	17.57
3.12	19.16
2.14	20.08
5.48	20.71
4.7	19.51
9.07	15.24
2.16	13.6
3.11	13.07
4.21	14.22
-1.63	12.88
-0.52	18.26
5.71	19.99
4.51	16.44
1.15	19.58
2.35	20.06
4.53	19.14
3.27	22.4
8.3	23.35
13.1	19.86
10.01	15.26
5.17	12.01
6.76	18.32
6.98	13.78
-0.8	13.99
2.02	11.69
7.06	12.46
9	12.08
7.25	12.24
7.08	15.3
7.31	14
8.42	17.96
5.69	17.74
5.21	17.4
3.5	20.89
5.26	21.96
12.68	24.08
7.83	24.84
7.35	25.28
6.56	25.56
7.81	26.19
10.56	26.67
10.19	26.47
12.18	27.6
12.23	28.07
11.26	27.48
14.91	26.84
10.68	25.48
9.62	21.77
9.31	23.08
12.35	24.26
12.33	23.96
9.84	24.16
8.75	19.18
5.97	21.74
11.79	20.1
13.84	20.58
13.39	18.26
12.75	24.11
11.7	25.13
11.52	24.52
10.53	26.24
12.7	25.42
11.35	24.11
12.54	21.81
13.83	22.28
13.6	23.93
10.94	23.53
10.56	19.23
10.48	20.95
5.67	23.45
13.76	26.1
10.12	22.59
9.54	20.99
10.35	18.42
5.93	18.96
11.17	19.15
12.27	24.79
12.48	23.35
13.3	24.07
13.33	23.92
14.53	21.55
12.01	26.77
13.46	23.52
12.61	23.02
12.6	21.05
6.82	19.39
7.46	16.42
10.06	22.5
9.34	23.02
13.01	25.23
11.49	25.99
13.45	25.05
11.58	27.59
15.09	27.26
11.14	29.76
13.69	30.06
14.24	30.37
13.86	32.14
13.69	29.4
13.44	24.41
10.28	25.81
11.71	28.7
13.79	28.49
14.94	23.5
13.71	21.27
11.67	22.12
10.47	21.62
7.25	22.71
7.88	24.69
10.38	25.61
13.5	27.45
10.94	28.71
12.13	29.5
12.39	30.09
17.5	27.33
15.98	26.39
16.85	25.32
16.91	28.04
15.92	30.5
16.45	30.84
16.99	30.23
16.9	29.39
16.24	31.21
17.1	34.45
16.8	30.02
12.79	24.99
9.46	26.31
10.56	28.97
15.58	24.79
12.36	25.64
11.78	30
13.67	31.75
19.12	28.72
16.84	24.54
9.24	26.1
9.06	28.12
12.87	29.14
11.18	29.91
12.39	28.02
12.56	26.76
13.51	22.06
10.84	20.38
10.87	25.6
15.42	21.91
12.58	23.43
8.56	25.22
11.12	27.21
14.35	20.76
9.63	21.1
7.42	22.63
9.89	22.23
8.81	24.05
9.41	24.36
10.36	19.78
6.37	17.85
7.62	14.99
4.38	16.57
4.96	20.41
8.15	16.29
7.38	14.7
6.51	18.27
11.07	17.58
6.5	13.32
7.65	12.41
2.57	11.78
2.12	15.95
3.39	17.76
2.85	19.96
3.85	20.89
4.82	22.19
5.35	22.74
5.64	22.02
9.51	19.56
8.77	23.69
11.39	20.82
7.32	19.66
11.4	15.83
11.21	14.51
10.34	18.08
5.15	19.98
4.85	21.13
6.47	22.46
6.13	15.37
1.34	11.7
-2.52	17.37
0.39	22.35
0.62	19.76
1.7	19.75
2.6	21.06
